flood_risk_3yr,weather_forecast_risk,aqi_forecast,strike_frequency,avg_weekly_earnings,tenure_weeks,past_claims_count,premium_target
43.47,37.61,27.28,2.32,3617.02,82,9,45.26
32.91,98.03,79.71,0.61,7066.1,9,7,51.87
54.26,30.92,94.76,2.66,7919.51,75,7,53.47
99.3,55.99,47.67,2.35,3785.27,61,10,56.44
50.13,33.75,78.44,1.3,7169.94,73,7,46.78
11.49,77.06,97.94,1.77,7835.95,99,7,52.22
34.18,56.82,61.19,1.49,7164.99,89,2,46.78
74.41,22.58,61.66,0.16,5119.18,77,15,44.83
44.89,52.08,33.37,0.52,6868.29,85,11,46.31
25.56,25.85,92.25,2.09,6759.51,66,11,51.96
72.51,60.45,22.12,3.96,7901.63,62,1,63.21
55.11,46.6,10.62,2.5,3075.38,36,15,52.12
66.11,56.28,39.02,0.63,5246.07,19,5,50.1
34.16,13.23,72.74,4.08,5260.86,18,3,54.7
64.05,25.17,63.32,1.12,4170.77,7,13,52.17
40.13,35.69,95.77,2.21,5491.71,22,9,53.46
13.39,54.42,29.14,4.02,4702.73,78,15,56.15
35.92,18.28,65.56,1.7,7965.95,22,7,54.29
78.09,48.28,15.55,4.69,4664.35,60,5,60.68
40.22,49.26,8.66,2.2,7118.46,31,13,53.43
69.27,21.34,11.22,2.35,3167.47,27,1,51.88
48.0,47.54,62.86,0.81,3180.38,101,6,43.37
17.2,3.0,27.78,0.76,5221.69,103,13,32.64
69.17,83.53,35.79,0.94,4884.32,55,2,47.2
58.35,31.91,14.17,1.24,6895.4,12,4,45.63
31.69,62.73,17.59,0.64,5710.94,80,14,44.84
37.19,12.62,75.97,0.19,7278.64,83,1,41.11
7.79,91.58,27.08,0.99,7835.41,91,13,47.23
79.53,34.66,66.84,2.71,3052.46,74,10,57.28
67.98,78.59,63.91,0.19,7164.61,47,2,50.1
85.57,65.84,5.62,4.72,3305.95,6,6,63.61
89.03,23.11,59.9,1.19,7943.14,57,14,50.06
61.54,4.48,53.67,0.24,6508.4,16,9,42.73
30.8,1.47,28.17,3.02,4043.13,91,1,43.58
47.3,47.85,99.13,3.06,4865.85,69,8,59.71
37.37,54.76,30.28,3.49,5919.27,59,11,53.01
56.37,81.77,31.45,2.27,7267.99,38,6,57.03
75.31,62.92,28.1,4.69,7802.56,29,6,66.83
21.84,93.29,38.51,4.69,6556.13,4,3,63.66
4.9,22.99,87.43,2.41,3519.91,20,12,43.86
78.76,21.99,38.93,1.45,5749.3,66,4,47.08
88.14,16.26,63.54,1.71,6263.84,5,1,54.35
49.55,88.71,16.32,1.57,4773.99,62,3,50.01
56.6,21.81,54.33,0.02,4870.5,43,7,40.09
98.52,5.79,25.84,1.43,4980.5,18,3,49.74
9.01,82.05,61.27,4.62,7861.66,65,9,64.28
89.96,2.16,18.96,1.15,3189.7,95,6,48.71
38.48,79.53,13.69,4.92,6057.08,19,1,62.03
15.25,57.65,46.56,3.95,3474.78,65,5,52.66
33.63,13.99,50.5,4.82,6077.01,92,3,58.81
33.33,97.63,65.38,4.45,4228.56,31,2,64.41
27.83,99.71,91.39,0.37,6351.77,31,11,46.89
98.57,50.03,99.29,4.18,5784.88,79,3,69.53
42.3,47.98,11.39,4.85,3434.39,76,12,60.09
96.89,27.15,71.75,0.98,6955.73,99,5,53.9
90.31,13.58,19.23,2.3,3529.16,54,5,52.88
87.28,53.39,49.94,1.1,4524.12,14,13,53.74
7.54,45.49,40.7,1.72,3684.85,68,1,44.93
52.7,43.8,49.07,2.69,5143.93,10,13,53.54
71.94,76.71,93.86,2.37,6834.16,60,11,59.89
13.19,3.79,98.12,0.28,4156.19,64,0,33.72
44.54,46.7,30.7,0.78,3629.69,98,6,42.01
84.01,51.45,31.92,4.82,3309.96,2,9,73.24
54.13,60.07,4.1,2.89,5604.3,11,14,55.69
70.18,8.49,59.61,1.78,7667.85,19,2,49.54
77.02,77.95,32.3,0.61,6860.8,15,15,49.33
82.3,17.91,64.06,4.76,7186.36,90,10,69.2
65.95,30.58,33.37,3.86,4172.59,28,3,56.6
17.69,2.07,99.8,1.85,7953.51,98,4,48.48
62.2,44.3,19.26,0.79,5957.98,44,3,42.11
69.61,97.92,21.85,2.58,4110.85,49,4,53.9
99.51,70.06,61.7,3.36,7295.82,79,2,65.11
81.47,79.05,87.06,0.45,5991.84,33,15,52.5
63.08,46.31,76.85,2.33,3895.03,11,0,59.87
30.7,86.86,6.18,1.45,3878.16,45,9,48.24
87.87,55.32,10.67,2.63,7648.71,36,13,58.39
11.81,23.02,63.83,1.55,7914.18,16,15,46.39
41.22,39.57,73.55,1.12,7435.47,19,1,48.14
23.87,79.2,3.41,3.04,4164.77,2,4,48.87
6.88,7.03,37.79,2.57,4863.9,19,1,49.33
80.6,86.55,98.75,4.62,4978.89,72,13,75.0
5.8,85.41,13.63,1.98,5071.36,69,2,44.11
44.53,53.33,59.94,4.99,7807.04,99,12,67.25
69.77,11.58,86.53,3.03,4434.98,60,14,60.94
69.83,60.5,39.67,0.03,3281.37,9,4,46.4
64.22,5.48,16.67,1.77,6439.66,54,12,49.0
28.28,9.01,92.6,4.97,3594.38,63,4,58.99
87.16,84.91,99.93,2.49,6237.17,42,13,64.82
31.71,98.41,86.28,3.39,4555.1,70,1,57.26
87.15,60.51,87.07,4.25,5504.89,12,6,73.53
23.57,56.48,90.49,1.97,3455.81,79,8,47.26
55.98,14.72,52.3,2.81,4689.28,70,12,51.19
9.21,55.98,42.82,0.74,6331.61,57,7,41.8
17.85,6.68,83.05,3.3,7271.4,97,13,51.7
43.44,31.21,22.07,1.01,5805.9,52,0,45.06
93.42,85.49,33.73,3.93,6405.5,87,2,67.47
63.16,85.01,46.34,0.66,6065.01,14,10,53.33
79.44,95.61,4.44,4.98,7329.85,0,4,70.18
86.57,54.94,16.06,1.71,3809.08,99,6,49.66
69.14,99.21,24.04,1.66,7597.87,61,6,57.47
18.01,45.74,98.6,3.6,6708.82,103,13,57.54
85.62,44.42,12.31,0.68,6599.21,5,13,50.47
36.99,38.33,24.48,3.45,6993.88,68,12,52.19
19.64,79.85,44.41,1.01,6945.66,33,15,51.74
29.37,18.92,60.35,1.8,6523.22,66,13,51.52
78.99,3.35,59.54,4.97,4241.75,8,4,65.73
84.86,91.31,26.1,4.87,7621.26,44,3,68.29
70.1,81.68,30.34,4.4,3861.45,39,4,62.54
64.34,7.75,0.19,4.56,5824.0,22,3,56.17
57.31,57.18,51.84,4.22,5731.68,26,9,61.95
88.43,61.68,6.97,4.6,5249.96,27,4,64.5
69.7,55.99,97.93,2.71,6946.81,93,12,63.76
58.88,25.55,5.92,3.02,3089.44,102,3,50.61
62.03,71.5,6.28,1.51,6345.1,15,9,49.15
54.62,10.84,29.98,2.05,5067.35,69,14,44.48
9.2,57.48,98.88,4.7,4358.88,47,7,62.83
83.44,32.08,23.98,4.74,7737.43,56,4,66.05
22.77,50.45,86.07,3.76,7019.41,46,0,53.3
70.04,48.58,96.81,0.35,3300.95,94,9,49.84
6.74,66.25,22.62,0.44,3094.5,17,15,40.12
92.4,89.98,49.98,1.92,4398.36,72,7,59.63
93.69,81.88,30.31,3.04,6898.9,15,12,66.22
4.88,33.09,38.23,3.92,7378.07,59,10,52.18
3.06,1.92,74.11,3.36,5600.57,16,4,50.12
85.39,68.89,85.83,2.44,6365.56,36,12,62.4
56.61,77.86,81.55,2.44,5327.82,32,9,58.87
27.0,30.32,9.1,4.37,6358.38,75,9,54.66
84.86,82.88,57.79,3.75,6417.97,90,5,64.91
5.94,68.98,19.98,4.71,6726.81,44,2,55.82
93.72,82.09,50.28,3.93,3739.92,31,3,66.74
68.32,62.69,14.27,4.85,4145.05,72,11,67.08
12.36,88.9,37.89,1.96,3535.21,63,3,45.58
49.31,50.36,90.21,3.02,3075.01,55,7,58.84
16.21,53.83,59.56,1.5,3700.38,102,8,44.07
24.21,37.99,98.38,1.33,4239.88,29,6,51.44
96.93,29.42,23.84,4.58,5439.95,36,3,61.34
76.99,24.85,94.18,3.8,7987.67,46,14,62.68
48.79,47.7,0.45,1.99,5546.94,65,0,45.61
66.67,98.5,78.62,4.84,6173.19,37,5,67.98
18.27,54.33,29.68,4.09,4912.87,16,8,62.28
63.51,45.56,17.86,0.55,5310.69,30,5,45.21
9.72,85.84,1.26,4.85,3632.86,0,10,59.29
50.54,61.69,13.32,2.52,7449.32,54,9,50.65
39.41,4.53,55.12,4.96,6932.12,27,7,59.79
62.13,44.73,52.64,2.7,3261.44,4,9,56.39
18.33,41.41,96.52,1.5,6287.1,68,4,44.49
40.47,58.56,71.93,1.95,7372.65,101,15,53.11
95.47,56.46,3.97,3.83,7648.31,16,15,72.14
18.48,26.08,44.68,3.98,5573.46,40,13,55.98
32.11,1.86,31.42,0.84,3653.2,67,12,35.61
80.69,11.76,85.32,1.07,4188.17,40,2,48.31
56.45,21.01,3.55,0.29,6193.46,104,1,39.64
67.67,76.33,13.54,0.44,6725.77,97,2,46.89
98.96,37.37,95.05,0.04,7574.86,21,0,51.78
64.36,2.0,64.5,3.07,3313.49,9,0,53.44
40.99,89.16,54.67,1.54,3017.38,91,8,49.9
85.06,80.38,22.8,1.21,7789.8,26,2,58.19
64.53,78.56,5.5,3.83,5401.03,28,5,61.12
25.29,40.99,75.81,0.74,3023.37,23,8,37.19
35.66,20.31,25.18,4.24,7460.85,100,1,53.37
64.4,1.52,83.24,1.87,4756.45,87,15,52.25
54.64,71.25,45.57,3.2,4459.91,35,14,60.55
77.29,13.51,36.16,2.38,6621.84,62,4,56.04
2.37,90.9,37.07,4.33,7250.94,93,4,56.88
26.14,32.4,12.33,3.42,5126.62,49,12,51.45
87.1,59.72,73.86,4.25,6854.03,88,4,67.2
54.23,74.54,4.05,3.31,6819.02,52,0,58.25
11.96,74.75,87.82,2.85,4183.47,4,4,59.05
38.29,40.71,24.59,2.54,7965.7,95,8,52.0
77.38,38.68,4.54,2.01,5291.57,80,0,49.09
65.79,82.03,8.81,4.29,5224.9,103,0,61.49
33.71,3.93,60.22,2.87,7894.11,7,11,52.74
20.66,53.49,44.75,2.99,5064.48,46,6,49.72
36.2,16.01,33.57,0.69,5909.34,75,2,40.21
9.88,95.3,26.71,4.11,3670.16,38,8,58.59
99.68,83.46,66.83,4.77,3930.02,37,7,72.36
22.51,27.84,33.67,2.88,5112.65,37,12,50.51
79.88,90.57,23.87,0.44,7295.52,101,12,50.77
77.06,23.85,38.28,2.83,7894.77,18,6,56.7
20.11,71.35,32.29,3.77,4366.01,86,4,51.86
52.71,82.56,8.86,4.11,7895.97,23,6,61.85
91.2,59.33,59.66,4.31,6679.99,61,6,71.94
45.68,86.43,83.52,2.65,5176.08,85,1,52.37
39.9,39.69,6.38,3.71,6480.02,94,2,51.75
29.01,4.64,49.05,3.09,3542.09,75,13,45.59
40.85,45.02,28.23,2.72,7608.74,22,3,54.83
29.93,21.62,90.88,0.51,5297.96,102,4,43.55
79.35,55.38,30.27,4.99,3041.25,71,11,68.04
5.91,80.17,32.43,1.03,3223.21,75,1,42.25
23.81,91.78,61.78,2.06,6775.93,23,14,55.41
85.56,65.41,31.77,0.58,4444.25,10,8,52.06
34.66,86.17,91.17,4.72,5587.48,93,10,65.62
94.49,36.37,33.62,0.82,6962.21,16,7,52.0
3.46,60.96,12.08,4.75,7199.57,84,5,56.47
41.45,78.33,45.73,0.86,4402.14,26,8,46.3
71.38,65.11,65.01,3.67,3837.85,44,6,59.3
17.17,49.64,79.91,4.05,4639.59,94,13,54.49
34.53,85.46,89.87,3.44,6810.44,23,5,57.51
8.91,26.96,0.05,4.11,5636.56,57,11,49.72
54.92,69.37,62.19,2.88,4347.24,23,6,53.12
39.59,80.39,75.84,0.19,5324.56,29,8,48.31
28.49,57.26,42.36,1.8,4129.67,91,4,48.16
83.49,97.55,61.04,3.16,6166.27,62,2,60.36
37.59,92.42,89.98,1.32,4156.04,39,4,54.64
71.71,21.39,92.12,1.78,5696.9,5,2,52.33
39.46,32.13,16.58,1.93,3109.66,98,7,45.39
80.57,47.53,59.61,3.87,4110.97,11,8,66.51
46.57,5.86,74.44,2.1,3025.34,7,4,48.35
46.04,13.64,31.18,4.01,7531.19,82,10,59.47
40.95,84.58,63.0,0.58,3316.57,97,6,45.13
39.16,33.42,63.64,1.95,3514.51,92,1,48.33
82.51,0.5,38.93,3.35,3623.75,87,7,56.39
54.42,48.77,82.68,0.01,6180.62,17,1,45.87
87.03,51.43,74.57,3.48,4608.53,91,5,64.27
92.48,78.04,59.05,4.83,7043.95,13,12,72.36
43.8,67.35,45.62,1.23,5009.93,66,10,45.91
34.76,71.13,33.27,4.81,7905.59,8,7,68.07
88.12,4.71,35.89,4.59,4673.43,84,3,65.66
19.81,3.11,47.03,0.76,7141.57,50,8,42.42
25.49,2.49,47.33,0.93,3831.6,62,1,38.56
46.96,23.58,40.46,0.48,4662.31,3,5,44.83
25.29,65.04,96.03,3.99,4594.42,21,10,62.35
19.77,46.12,50.36,0.46,7945.15,0,2,41.29
82.85,50.42,62.72,0.19,3454.7,52,6,50.12
20.6,13.94,94.55,1.18,6751.25,35,3,45.97
14.05,7.54,1.17,3.96,7269.66,18,5,48.56
36.69,12.42,74.99,4.58,7527.11,19,14,67.06
15.74,98.1,60.65,3.29,5250.95,17,13,62.17
46.04,0.01,25.85,1.9,3401.06,65,13,45.34
25.71,55.56,12.02,4.51,4927.14,35,9,56.59
51.89,27.0,69.09,3.89,5913.02,34,4,59.08
50.14,27.67,64.89,3.74,6374.43,6,2,59.02
68.82,29.13,39.93,3.97,5890.83,59,13,62.83
40.54,78.21,57.92,3.79,3767.11,98,3,53.91
77.83,79.98,63.81,0.03,6984.14,89,12,51.58
78.85,11.23,33.63,3.04,3950.36,8,11,56.36
3.56,41.75,84.02,2.27,4927.6,10,14,47.33
34.71,63.29,24.64,4.34,7611.51,50,0,59.0
24.1,80.99,75.22,1.65,5961.71,21,15,52.86
7.49,38.23,19.04,3.31,4543.78,60,0,53.31
41.49,99.33,65.96,3.23,6104.87,42,2,55.05
81.42,6.25,66.57,2.27,7254.56,49,0,51.7
98.31,41.79,55.17,2.27,4163.06,62,6,57.76
81.37,1.73,8.91,2.26,5681.99,81,13,54.99
87.28,46.18,59.23,4.33,5177.51,8,12,67.51
77.17,25.8,4.36,1.04,5811.58,48,10,50.7
35.36,52.92,43.01,2.5,7999.98,66,8,53.26
88.89,20.22,10.61,1.55,7287.33,68,3,53.17
5.15,46.02,36.9,4.22,6120.93,98,14,56.35
76.71,68.74,92.09,2.76,6228.58,56,8,61.68
2.71,10.98,31.21,3.38,4999.81,11,14,50.12
3.61,90.94,75.86,4.46,5316.25,10,4,57.23
88.06,80.15,73.0,3.15,5298.21,10,8,65.33
41.69,75.54,38.55,3.5,5810.64,102,3,55.18
14.82,76.52,13.26,0.15,7083.89,88,5,41.12
1.09,72.69,62.53,1.28,7958.8,71,10,48.59
47.5,45.45,32.05,1.49,5546.5,103,9,46.63
44.83,85.48,53.26,3.61,3343.18,85,5,58.53
9.47,81.37,25.94,2.2,6754.61,33,11,47.52
65.21,20.08,92.04,4.96,5948.82,20,9,70.33
49.3,55.97,22.71,4.41,6158.62,49,2,63.19
30.3,93.65,81.62,4.55,3018.24,14,0,61.71
88.73,29.93,10.51,0.95,6117.58,83,6,44.97
52.37,90.22,88.88,0.54,7923.9,100,1,49.92
88.54,35.62,20.0,1.91,4697.45,99,12,54.96
24.51,29.36,57.88,4.98,4053.63,11,15,59.01
6.34,69.79,76.22,1.2,4125.77,1,13,48.81
85.61,38.5,75.09,4.14,6697.53,17,6,69.9
23.18,2.36,45.68,3.29,4931.29,101,0,49.61
85.66,76.97,32.78,3.51,7545.35,27,13,66.84
26.28,67.77,2.75,1.82,3265.43,82,2,45.38
83.35,39.74,79.63,4.26,5051.23,12,7,70.52
41.61,78.23,4.57,4.04,7113.95,95,6,54.83
0.97,27.92,39.98,2.44,7506.42,95,11,42.17
17.74,85.36,88.48,0.92,3131.78,9,13,46.87
79.71,45.27,70.91,4.27,6932.99,88,5,69.15
32.3,36.57,39.53,1.9,3792.05,7,7,45.11
63.0,50.02,36.14,1.59,4886.49,62,14,49.86
47.4,88.31,35.9,4.98,6473.77,46,8,64.21
41.45,53.11,72.05,4.26,3324.85,72,4,62.17
71.88,69.92,70.66,0.56,7663.77,13,8,51.77
54.96,70.51,64.26,4.19,3288.11,29,7,59.65
65.92,13.02,31.05,0.22,6218.86,61,1,43.33
3.34,61.72,74.37,3.37,3097.31,8,15,55.84
81.66,25.63,61.23,1.49,6312.59,38,5,57.2
16.12,11.87,92.11,3.7,6627.21,15,0,50.41
79.07,77.05,12.94,4.07,6227.36,19,1,63.77
64.33,14.12,8.33,4.27,3589.34,83,12,58.21
67.44,99.4,35.23,1.82,5364.63,26,3,51.65
23.33,7.21,33.22,1.24,4920.86,57,4,41.75
46.53,39.4,90.63,1.84,6162.78,38,9,56.52
5.52,53.76,19.96,0.6,7647.89,104,11,43.89
90.79,87.88,80.17,3.63,6067.63,94,10,67.48
21.6,42.58,48.91,4.99,3947.29,77,11,59.62
67.77,45.96,72.44,0.43,3006.14,57,5,47.02
21.2,61.68,49.16,2.64,5826.81,61,3,53.02
71.27,33.56,38.98,4.44,5356.97,76,7,64.8
47.93,49.83,29.48,0.45,7017.16,53,5,39.91
41.87,85.51,47.04,3.93,7943.06,69,7,58.78
15.84,79.08,53.59,3.29,7936.93,55,2,51.2
62.02,63.86,58.59,2.08,4492.72,49,15,54.31
94.79,1.64,81.2,1.69,6368.1,18,1,52.25
91.05,69.14,23.33,4.45,6895.64,51,8,64.74
19.71,23.47,56.76,4.59,7220.43,46,1,60.89
29.7,63.05,15.12,4.88,5626.12,4,15,63.76
39.16,32.8,72.05,0.99,5524.26,95,5,49.66
82.58,7.67,59.61,3.2,3642.5,0,7,62.82
59.84,33.27,65.98,3.73,5468.57,34,6,60.01
48.96,67.67,53.07,4.27,6381.67,88,2,65.6
96.82,91.15,87.46,2.8,3621.58,95,2,63.52
58.1,37.8,91.58,0.66,7842.54,73,2,45.42
19.91,50.89,27.06,3.65,4483.57,104,15,53.65
97.06,94.13,9.07,2.87,5343.63,18,15,64.73
14.45,64.21,12.39,3.57,6151.73,65,8,49.72
50.8,12.42,77.13,4.67,4794.39,36,2,53.43
58.45,92.94,36.31,3.2,5840.85,21,2,60.92
34.63,4.55,14.33,2.25,6061.73,50,0,44.57
75.83,44.02,6.25,1.04,4265.49,52,3,49.1
40.94,72.77,80.76,1.38,7557.01,61,5,50.49
39.7,76.44,51.76,0.67,5888.16,75,7,45.1
71.82,40.85,28.89,0.99,7713.83,40,8,51.36
98.24,50.96,38.12,0.23,3921.06,40,2,44.71
68.05,85.82,23.39,2.87,3049.91,8,14,59.62
41.46,32.32,64.23,2.08,3569.55,102,13,49.77
50.08,15.42,19.45,2.5,6169.5,4,8,52.65
12.52,42.96,75.78,1.28,3280.68,57,5,41.87
14.88,70.02,66.2,4.22,7994.26,101,1,61.05
31.3,53.46,17.17,3.25,7922.62,47,5,52.53
15.27,37.69,25.36,2.03,5755.49,3,0,43.42
6.89,13.79,48.21,1.46,4736.76,39,1,42.27
87.72,69.13,82.38,0.29,6128.96,80,3,52.93
67.68,16.86,2.87,1.66,6095.19,9,12,53.83
83.62,40.46,73.18,3.28,5380.71,60,6,58.8
61.04,88.02,81.65,3.77,6213.03,16,2,68.65
14.8,100.0,17.43,1.44,4814.26,71,13,48.36
48.71,76.88,75.16,1.51,7396.51,68,9,51.55
51.15,48.24,88.77,0.17,4336.23,3,8,48.87
46.04,44.24,41.22,3.54,5358.1,29,6,56.24
18.3,65.61,43.02,0.54,4134.68,50,14,40.05
75.43,51.95,28.02,3.57,6490.46,65,14,63.51
22.22,81.47,78.22,1.72,4982.92,23,6,49.0
74.45,91.2,79.37,2.78,3099.62,43,9,61.37
30.92,33.83,89.07,3.69,5028.24,0,6,58.09
82.72,22.68,70.01,2.9,6881.84,81,2,58.06
37.74,49.04,26.17,0.05,3453.75,98,7,38.7
99.17,56.37,33.27,2.24,7589.27,21,3,61.58
35.47,50.49,67.25,0.13,4167.57,74,11,45.2
26.73,70.13,80.6,0.61,5045.57,72,14,42.37
88.52,58.48,93.5,0.68,7475.26,46,10,53.92
83.84,8.28,3.5,0.42,7447.51,53,14,43.4
66.01,29.53,93.81,3.79,7282.39,98,15,67.21
27.87,44.36,30.75,1.78,7070.56,30,7,44.26
27.67,33.3,33.0,2.89,6430.49,78,4,46.55
82.34,21.46,52.3,3.26,6141.2,43,13,63.39
81.7,88.42,16.81,4.64,6892.77,100,8,66.36
38.6,80.87,49.03,4.27,6914.98,94,0,63.94
39.6,55.14,74.09,2.97,6628.68,46,0,55.51
20.17,94.93,15.83,2.69,7558.32,54,4,46.9
31.39,63.49,61.56,3.1,7797.27,10,8,58.62
35.18,93.93,7.82,3.25,4111.34,9,3,54.9
88.65,29.92,32.1,2.47,6507.4,2,15,57.0
56.68,13.41,93.01,2.89,7070.37,11,14,61.85
38.8,94.35,45.37,1.65,4860.96,47,11,54.13
89.78,20.82,79.83,3.15,7802.33,80,15,63.77
38.79,67.47,11.36,3.28,5615.38,85,3,57.84
94.84,3.24,75.24,3.24,7852.59,4,1,66.99
22.09,90.19,96.65,0.4,7101.15,104,4,46.7
84.99,2.28,44.45,3.03,7064.35,16,3,57.84
29.05,61.47,70.15,4.97,3000.33,11,13,64.53
54.87,81.85,99.22,2.88,5649.27,53,5,60.85
24.45,75.57,80.05,0.29,6398.29,93,9,45.29
11.24,52.43,96.55,3.91,7314.71,92,14,61.82
53.95,48.76,69.54,3.1,6638.28,27,2,57.59
97.47,99.06,40.38,3.87,4204.5,11,10,67.01
62.1,70.15,76.07,2.45,4908.86,83,5,55.69
48.49,43.78,14.08,4.66,7978.84,100,12,57.85
12.92,18.44,98.22,2.67,6045.37,83,8,50.14
46.34,34.01,19.94,0.8,7341.11,58,11,47.18
53.81,80.29,61.2,4.36,5884.48,5,1,63.05
18.98,51.37,89.59,4.66,6359.37,96,11,64.59
89.52,54.35,64.52,3.35,3551.51,0,2,68.98
97.01,15.7,46.01,4.94,6223.45,64,5,63.8
64.29,9.29,32.85,4.48,7862.68,10,6,63.84
90.0,46.51,24.28,1.02,7574.55,85,7,53.04
0.43,44.01,29.52,0.23,5511.4,33,3,37.04
6.03,41.81,76.54,0.74,4388.37,25,3,44.11
66.4,36.46,27.57,3.26,7595.68,71,7,56.75
75.85,93.9,46.94,3.03,6530.41,44,0,64.6
65.95,69.6,29.81,0.94,6617.42,78,8,54.76
97.35,18.39,34.11,3.55,4258.35,23,14,67.45
65.49,66.27,75.18,4.76,6814.14,1,8,69.51
3.56,85.42,66.3,0.16,6148.15,58,14,45.47
63.35,28.8,37.57,3.93,6197.54,58,2,55.07
67.08,52.17,33.91,2.61,3621.55,60,11,55.14
70.55,12.5,54.85,1.69,4038.86,4,4,52.87
74.09,95.68,22.75,4.46,5109.18,23,8,69.42
3.36,9.96,77.14,1.01,7045.49,101,6,41.0
90.63,83.31,0.18,1.22,4462.14,29,13,53.06
27.47,33.62,21.2,3.51,6872.73,56,11,52.27
16.7,84.83,67.52,0.08,5281.49,78,1,43.3
54.81,27.32,85.86,3.04,7792.1,12,12,56.51
98.91,97.77,33.11,1.0,5398.08,83,15,58.54
81.27,57.36,13.61,3.4,4211.42,88,11,54.09
59.39,51.28,22.02,3.64,4812.5,94,3,50.35
33.46,97.46,45.88,2.09,5574.51,23,3,57.42
35.34,67.78,55.15,3.4,4975.56,92,2,59.31
88.68,13.05,91.84,1.23,7693.66,21,8,55.05
14.51,5.88,84.93,3.13,6422.53,39,4,47.43
19.22,7.51,29.07,4.78,3785.64,45,3,54.36
12.43,23.05,31.12,3.96,7968.8,98,15,55.16
28.98,85.07,17.64,4.22,6752.01,67,8,57.4
78.49,35.84,13.49,1.01,6778.54,42,7,48.98
64.95,2.83,93.89,3.14,6805.81,103,13,66.5
73.08,40.88,6.82,4.34,6046.8,90,6,60.28
12.31,6.65,78.07,0.6,7946.17,48,8,38.82
28.68,85.21,66.21,4.26,5058.13,79,4,57.81
19.2,59.77,87.32,1.7,5302.59,12,9,55.82
7.41,48.53,10.42,4.31,6961.33,87,0,57.35
88.28,9.0,65.75,1.49,4871.01,74,12,52.96
83.75,73.54,15.97,3.56,3804.83,18,9,62.36
72.63,2.12,41.06,0.92,7572.22,4,13,48.81
19.36,38.17,27.5,2.31,4982.14,13,11,49.14
23.34,40.48,63.43,4.89,7715.3,2,3,60.34
7.92,37.86,80.68,1.75,7588.58,75,0,45.23
48.03,50.09,76.38,4.41,3335.88,75,4,64.93
76.91,8.65,64.84,1.47,4652.76,79,8,51.55
20.06,40.89,46.25,4.68,3583.84,27,8,55.76
53.29,34.57,68.92,3.9,4752.69,50,2,59.2
99.61,36.67,89.72,2.83,6863.05,30,2,59.17
46.72,70.56,57.8,2.02,7525.95,79,6,51.6
5.07,11.73,58.38,0.65,3776.8,1,10,41.33
90.23,6.54,40.39,4.56,6004.16,99,11,64.84
12.69,85.78,63.27,4.93,3834.13,72,11,61.42
84.84,95.96,21.87,1.06,7518.32,59,2,50.72
73.82,31.46,81.58,1.19,5588.21,48,8,50.63
14.63,65.27,72.12,1.7,4222.16,76,10,43.64
49.22,89.35,70.44,2.41,5039.84,60,9,59.43
82.86,44.56,43.5,2.88,7191.74,5,14,56.83
92.98,2.12,60.32,2.48,3924.79,77,15,58.0
50.73,52.94,92.2,2.48,6037.14,83,15,54.88
46.03,75.16,60.22,1.72,4817.66,92,4,52.86
52.57,9.52,50.29,4.9,4349.85,69,4,63.5
5.18,68.24,56.01,1.71,4321.55,57,8,46.83
16.39,71.35,85.12,1.63,7832.82,37,0,48.82
30.14,89.72,56.92,3.83,6356.84,89,8,59.77
93.79,99.13,34.59,4.38,4528.29,12,8,69.14
72.24,72.31,53.93,0.83,4549.66,37,12,54.32
60.69,3.53,92.32,4.87,7800.04,32,7,62.17
3.39,67.56,48.84,4.81,5005.67,94,3,62.31
11.57,75.22,21.34,3.1,4063.37,57,4,47.21
6.03,76.33,50.84,0.18,4102.58,49,0,34.94
78.97,97.54,38.63,2.56,6784.29,52,4,57.7
60.36,97.48,88.23,2.94,6198.47,69,6,64.5
12.9,17.25,83.78,2.59,6230.29,96,4,52.11
39.79,15.11,94.4,2.79,4583.93,30,2,52.85
18.56,17.71,82.77,1.1,7045.6,67,9,45.43
76.62,62.86,63.53,2.25,3467.8,24,4,58.23
42.25,85.21,3.25,1.88,6912.89,17,10,49.83
22.92,66.48,14.07,4.99,6966.0,67,15,64.33
50.08,63.71,14.08,0.52,4248.51,47,12,40.89
52.2,14.63,3.68,0.99,6423.3,94,12,42.07
86.47,22.6,17.41,0.5,6193.97,59,9,50.49
35.15,11.57,60.98,0.06,5481.46,3,7,46.23
11.6,88.13,11.46,4.33,7243.68,90,5,54.27
95.66,47.39,33.93,0.97,7621.46,81,1,50.7
27.54,92.44,23.27,3.45,5672.71,62,15,54.99
83.02,86.12,45.94,1.33,6165.08,34,0,54.63
13.02,17.74,32.5,1.3,3801.47,14,6,45.01
53.76,68.65,70.84,3.42,5563.12,20,4,61.27
2.03,64.76,58.57,3.8,5622.18,40,3,52.52
54.12,16.84,61.19,4.62,6007.72,74,2,63.19
83.08,23.66,51.73,2.74,6318.61,15,0,55.54
73.14,21.58,8.73,1.64,5488.1,8,6,45.88
22.52,26.62,88.5,1.22,7780.89,48,12,50.16
74.77,92.02,41.82,1.96,4798.91,67,11,56.09
34.22,76.66,43.44,2.09,6007.8,48,7,53.29
5.72,24.74,11.39,0.06,4035.08,81,5,31.85
59.35,45.4,79.05,0.63,6501.32,88,13,52.5
3.96,52.71,17.9,4.95,6876.5,0,7,64.32
25.07,47.93,77.03,3.43,5704.13,71,4,54.81
